bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price(k)
4.0,1.0,1610,24000.0,1.5,0,0,3,6.0,1610,0,1947,0,98001,47.2751,-122.252,1270,9600,235.0
4.0,3.5,4120,7304.0,2.0,0,0,3,11.0,3070,1050,2006,0,98033,47.681,-122.167,2470,9600,968.933
3.0,3.5,2880,11340.0,1.0,0,0,3,8.0,1690,1190,1980,2013,98074,47.6113,-122.058,2530,11340,1015.0
4.0,2.25,1990,8548.0,2.0,0,0,3,8.0,1990,0,1973,0,98033,47.667,-122.178,2320,8926,435.0
3.0,2.0,1260,8092.0,1.0,0,0,3,7.0,1260,0,1986,0,98038,47.3635,-122.054,1950,8092,242.0
6.0,3.25,4750,248600.0,2.0,0,0,4,8.0,4750,0,1947,0,98022,47.1879,-121.973,2230,311610,487.0
4.0,2.75,3010,10450.0,2.0,0,0,3,9.0,3010,0,1996,0,98052,47.6979,-122.112,3010,10530,810.0
3.0,2.5,2410,64073.0,1.0,0,0,4,8.0,1820,590,1976,0,98072,47.7457,-122.141,2980,48760,625.0
3.0,1.5,1280,7742.0,1.0,0,0,3,7.0,1280,0,1973,0,98001,47.3323,-122.276,1566,7696,165.0
3.0,1.0,2320,6750.0,1.0,0,0,3,7.0,1160,1160,1960,0,98118,47.5327,-122.276,1230,6075,335.0
3.0,1.0,1220,6600.0,1.0,0,0,3,6.0,1220,0,1958,0,98065,47.5297,-121.827,1100,6600,286.7
2.0,1.5,1400,4050.0,1.0,0,0,4,8.0,1400,0,1954,0,98115,47.6768,-122.269,1900,5940,699.0
3.0,1.75,1590,7280.0,1.0,0,0,3,7.0,1140,450,1974,0,98058,47.4288,-122.153,1590,9634,280.0
4.0,2.5,2220,7064.0,2.0,0,0,3,8.0,2220,0,1988,0,98029,47.5716,-122.022,2220,7451,580.0
2.0,2.5,2770,7781.0,2.0,0,0,3,8.0,2770,0,2006,0,98053,47.7072,-122.017,1870,5984,754.8
4.0,2.5,2303,16801.0,2.0,0,0,3,8.0,2303,0,1995,0,98019,47.7266,-121.966,2080,14013,525.0
3.0,1.75,1600,10530.0,1.0,0,2,3,8.0,1600,0,1962,0,98155,47.7437,-122.291,2590,8274,562.0
4.0,1.75,1280,6060.0,1.0,0,0,3,7.0,860,420,1926,0,98117,47.6805,-122.364,1490,4680,575.0
5.0,2.5,2900,5901.0,2.0,0,0,3,9.0,2900,0,2006,0,98027,47.5396,-121.998,3200,5775,808.9
3.0,2.25,2950,15207.0,1.0,0,0,4,10.0,2070,880,1966,0,98040,47.5571,-122.216,2950,22000,992.0
3.0,2.5,1700,6698.0,2.0,0,0,3,7.0,1700,0,1997,0,98038,47.3826,-122.028,2190,7346,335.0
3.0,2.75,1050,7200.0,1.0,0,0,3,7.0,1050,0,1985,0,98125,47.7163,-122.303,1860,9000,473.0
4.0,2.75,2990,11210.0,1.0,0,1,4,8.0,1880,1110,1977,0,98023,47.3357,-122.336,2790,9858,350.0
5.0,2.5,3100,5374.0,2.5,0,0,4,9.0,3100,0,1906,0,98122,47.6154,-122.283,2180,5800,1600.0
3.0,1.0,1240,6090.0,1.0,0,0,4,7.0,1240,0,1950,0,98155,47.7542,-122.307,1550,9096,305.5
2.0,1.0,780,13500.0,1.0,0,0,4,7.0,780,0,1946,1989,98077,47.7383,-122.074,2200,67518,306.0
2.0,2.25,850,1656.0,2.0,0,0,3,8.0,850,0,2001,0,98133,47.7064,-122.344,850,1312,233.0
3.0,1.75,1540,9000.0,1.0,0,0,3,8.0,1540,0,1971,0,98125,47.7152,-122.322,1710,7488,490.0
4.0,2.5,2280,42077.0,2.0,0,0,3,8.0,2280,0,1994,0,98042,47.3424,-122.077,2280,36236,445.0
3.0,2.25,2550,9674.0,1.0,0,0,3,7.0,1850,700,1959,0,98178,47.4856,-122.247,2240,9674,355.0
2.0,2.0,1770,7607.0,1.0,0,0,4,8.0,1770,0,1987,0,98058,47.4287,-122.163,2090,7109,360.0
3.0,1.75,2320,10900.0,2.0,0,0,3,7.0,2320,0,1935,1974,98115,47.6877,-122.283,1610,5800,737.5
3.0,3.5,2600,11920.0,2.0,0,0,5,8.0,2600,0,1969,0,98004,47.582,-122.194,2430,10050,985.0
2.0,3.25,1570,2031.0,2.0,0,0,3,8.0,1310,260,2006,0,98126,47.548,-122.375,1570,2039,349.95
4.0,2.5,3060,7161.0,2.0,0,0,3,8.0,2860,200,2005,0,98065,47.5383,-121.879,2950,6822,520.0
4.0,2.5,1960,8540.0,1.0,0,0,3,7.0,1220,740,1955,0,98177,47.7654,-122.359,1910,9120,355.95
5.0,2.5,3270,6129.0,2.0,0,0,3,9.0,3270,0,2004,0,98055,47.4461,-122.208,2980,5928,485.0
3.0,1.0,1090,3315.0,1.0,0,0,4,6.0,1090,0,1969,0,98092,47.3159,-122.183,960,3120,143.0
2.0,1.75,6840,10000.0,2.5,1,4,3,11.0,4350,2490,2001,0,98008,47.6042,-122.112,3120,12300,3278.0
3.0,1.0,940,8512.0,1.0,0,0,4,7.0,940,0,1967,0,98033,47.7002,-122.191,1060,8512,355.0
5.0,3.5,3880,13885.0,2.0,0,3,4,9.0,2540,1340,1979,0,98006,47.5696,-122.156,3690,13885,1126.0
5.0,1.75,1770,15525.0,1.0,0,0,4,7.0,1770,0,1959,0,98059,47.5025,-122.142,1370,10395,200.0
4.0,2.5,3640,10576.0,2.0,0,0,3,11.0,3640,0,1999,0,98075,47.5899,-121.979,3370,10351,913.0
3.0,2.5,3160,12824.0,1.0,0,2,4,9.0,1820,1340,1966,0,98004,47.6151,-122.216,3390,11985,1600.0
2.0,2.5,1590,1845.0,2.0,0,0,3,9.0,1590,0,1997,0,98033,47.6897,-122.175,2320,3174,409.9
4.0,1.0,1290,6034.0,1.0,0,0,3,6.0,1050,240,1950,0,98118,47.5223,-122.286,1060,6034,265.0
5.0,3.0,3655,51836.0,1.0,0,0,5,8.0,2174,1481,1955,0,98008,47.6434,-122.115,2530,8606,740.0
4.0,2.5,2490,8124.0,2.0,0,0,3,7.0,2490,0,2001,0,98092,47.3347,-122.17,2760,6300,306.0
3.0,2.5,1470,3999.0,2.0,0,0,3,7.0,1470,0,2003,0,98065,47.5328,-121.871,1960,4444,381.0
3.0,3.25,3960,6132.0,2.0,0,3,3,10.0,2600,1360,1933,0,98199,47.6396,-122.409,2730,5221,1220.0
3.0,3.5,3190,29982.0,1.0,0,3,4,8.0,2630,560,1941,0,98166,47.458,-122.368,2600,19878,1050.0
2.0,1.0,810,7440.0,1.0,0,0,5,6.0,810,0,1948,0,98133,47.7346,-122.352,830,7500,408.0
5.0,2.5,2980,5377.0,2.0,0,0,3,9.0,2980,0,2006,0,98052,47.7074,-122.101,3150,6593,739.9
4.0,2.5,2780,35000.0,1.0,0,0,4,9.0,2780,0,1985,0,98072,47.7386,-122.091,2740,35072,674.25
2.0,1.0,1340,8100.0,1.0,0,0,4,7.0,1340,0,1953,0,98177,47.7218,-122.37,1700,8100,438.4
5.0,5.0,4930,14649.0,2.0,0,3,3,11.0,4160,770,2000,0,98040,47.5829,-122.247,3030,8479,1700.0
3.0,2.0,1360,5980.0,1.5,0,0,3,8.0,1360,0,1945,2008,98116,47.5852,-122.388,1520,4440,703.0
3.0,1.75,1320,6530.0,1.0,0,0,4,7.0,1320,0,1989,0,98023,47.2871,-122.354,1620,6817,262.0
3.0,2.0,1210,14499.0,1.0,0,0,3,7.0,1210,0,1984,0,98045,47.4705,-121.754,1570,15360,353.0
4.0,2.5,1940,7607.0,2.0,0,0,3,8.0,1940,0,1995,0,98052,47.685,-122.158,2250,7600,500.0
4.0,2.5,3160,4620.0,1.5,0,4,3,9.0,2020,1140,1917,2005,98116,47.5875,-122.382,2790,5308,1280.0
4.0,2.5,1980,6566.0,2.0,0,0,3,8.0,1980,0,2004,0,98042,47.3809,-122.097,2590,6999,332.0
4.0,2.5,2320,14240.0,1.0,0,0,4,9.0,1620,700,1974,0,98008,47.6269,-122.09,2810,13200,824.0
4.0,2.0,1660,4788.0,1.0,0,0,3,7.0,1660,0,1968,0,98144,47.5878,-122.312,1150,5000,290.0
3.0,2.5,1660,1545.0,2.0,0,2,3,9.0,1400,260,2002,0,98109,47.6268,-122.353,1820,2570,700.0
2.0,1.0,1080,3420.0,1.0,0,0,4,7.0,780,300,1922,0,98107,47.6715,-122.393,1380,3656,550.0
2.0,1.0,1510,11165.0,1.5,0,0,4,7.0,1510,0,1921,0,98133,47.7212,-122.331,2210,8851,549.0
4.0,2.5,2950,43560.0,1.0,0,2,4,9.0,2550,400,1951,0,98004,47.5988,-122.207,3260,41016,1865.0
4.0,2.25,3070,13720.0,2.0,0,0,3,9.0,3070,0,1978,0,98007,47.6133,-122.152,3010,9657,858.0
2.0,1.0,970,10423.0,1.0,0,0,3,7.0,970,0,1947,0,98133,47.7252,-122.331,1200,7857,345.0
4.0,1.75,2140,11651.0,2.5,0,0,3,8.0,2140,0,1930,2001,98022,47.196,-122.006,2030,10978,340.0
4.0,2.25,2570,9600.0,2.5,0,0,4,9.0,2570,0,1962,0,98040,47.5791,-122.241,2570,13200,1215.0
3.0,2.25,1260,1488.0,3.0,0,0,3,7.0,1260,0,2009,0,98133,47.7071,-122.336,1190,1095,275.0
3.0,1.0,1220,7771.0,1.0,0,0,3,7.0,1220,0,1963,0,98008,47.6326,-122.119,1420,7674,405.0
3.0,2.0,1720,8145.0,2.0,0,0,5,7.0,1720,0,1949,0,98155,47.7393,-122.325,1400,8138,432.5
4.0,1.0,2140,4217.0,1.5,0,0,3,6.0,1320,820,1925,0,98118,47.5484,-122.287,1720,5413,236.5
4.0,1.5,1420,4923.0,1.5,0,0,4,8.0,1420,0,1928,0,98103,47.6901,-122.339,1470,4923,679.0
4.0,2.5,2060,8451.0,2.0,0,0,3,8.0,2060,0,1995,0,98133,47.7168,-122.333,2060,9460,543.0
3.0,1.0,1320,9520.0,1.0,0,0,3,7.0,990,330,1953,0,98178,47.4857,-122.253,1460,10610,294.0
3.0,1.75,1810,10463.0,1.0,0,0,4,7.0,1810,0,1969,0,98058,47.4581,-122.162,1620,8551,340.5
4.0,2.5,2980,16263.0,2.0,0,0,3,9.0,2980,0,1989,0,98006,47.5457,-122.153,2730,10018,1012.0
2.0,2.0,1350,2560.0,1.0,0,0,3,8.0,1350,0,1976,0,98052,47.6344,-122.107,1790,2560,335.0
3.0,2.0,1540,8011.0,1.0,0,0,3,7.0,1540,0,1988,0,98011,47.7342,-122.202,1630,7141,425.0
3.0,2.5,2510,9240.0,2.0,0,0,4,8.0,2510,0,2001,0,98022,47.1896,-122.013,2690,9240,353.0
3.0,2.5,1670,5146.0,2.0,0,0,3,8.0,1670,0,1991,0,98029,47.5707,-121.999,1940,5146,540.0
5.0,3.5,3690,11928.0,2.0,0,0,3,9.0,2540,1150,2006,0,98074,47.6108,-122.06,2640,11928,640.0
3.0,1.0,1320,11457.0,1.0,0,0,3,8.0,1320,0,1959,0,98028,47.7738,-122.261,1900,9800,339.95
3.0,1.75,1510,8400.0,1.0,0,0,2,7.0,980,530,1979,0,98045,47.4476,-121.771,1500,10125,195.0
3.0,1.75,1510,8400.0,1.0,0,0,2,7.0,980,530,1979,0,98045,47.4476,-121.771,1500,10125,322.0
4.0,1.75,1870,10450.0,1.0,0,0,3,8.0,1620,250,1978,0,98005,47.5938,-122.154,2060,10450,660.0
6.0,3.0,2400,9373.0,2.0,0,0,3,7.0,2400,0,1991,0,98002,47.3262,-122.214,2060,7316,280.0
6.0,3.0,2400,9373.0,2.0,0,0,3,7.0,2400,0,1991,0,98002,47.3262,-122.214,2060,7316,300.0
3.0,1.0,1170,8816.0,1.0,0,0,4,6.0,1170,0,1966,0,98023,47.3059,-122.368,1200,9108,207.5
3.0,1.5,1190,8726.0,1.0,0,0,3,7.0,1190,0,1956,0,98146,47.4887,-122.343,1390,8741,195.0
3.0,2.0,2080,3880.0,1.0,0,0,5,7.0,1160,920,1954,0,98117,47.686,-122.391,1330,3880,700.0
4.0,1.75,2150,8555.0,1.0,0,2,4,7.0,1460,690,1982,0,98106,47.5344,-122.345,1480,7405,560.0
3.0,1.75,1580,7344.0,1.0,0,0,5,7.0,1580,0,1911,0,98126,47.5256,-122.38,1580,6207,260.0
3.0,1.75,1580,7344.0,1.0,0,0,5,7.0,1580,0,1911,0,98126,47.5256,-122.38,1580,6207,575.0
3.0,2.5,2370,3239.0,2.0,0,0,3,8.0,1950,420,2006,0,98072,47.7515,-122.174,2520,3431,475.0
3.0,1.75,1840,8601.0,1.0,0,0,3,7.0,920,920,1905,2014,98118,47.5359,-122.276,1390,7452,285.0
4.0,2.5,2660,5500.0,2.0,0,2,3,9.0,2660,0,2003,0,98029,47.5439,-121.996,3620,5500,753.888
3.0,2.5,2190,3600.0,2.0,0,0,3,9.0,2190,0,2003,0,98029,47.5506,-121.993,2300,3600,650.0
3.0,2.25,1660,3478.0,1.5,0,0,4,7.0,1100,560,1929,0,98117,47.6773,-122.372,1610,3478,620.0
3.0,1.75,1780,37801.0,1.0,0,0,3,7.0,1300,480,1977,0,98075,47.5858,-122.015,2380,47480,526.0
2.0,1.0,700,5200.0,1.0,0,0,5,6.0,700,0,1952,0,98056,47.4924,-122.175,1030,5200,155.0
4.0,2.0,1570,11200.0,1.0,0,0,3,7.0,1120,450,1959,0,98011,47.7573,-122.217,1570,11200,342.0
3.0,1.75,1220,216332.0,1.0,0,0,3,7.0,1220,0,1981,0,98019,47.7224,-121.926,1540,61419,390.0
3.0,2.75,3150,219978.0,2.0,0,0,4,9.0,3000,150,1990,0,98024,47.553,-121.946,3180,218235,685.0
4.0,2.5,2690,4736.0,2.0,0,0,3,7.0,2690,0,2001,0,98053,47.6869,-122.036,2690,4791,608.0
2.0,1.0,680,6400.0,1.0,0,0,3,6.0,680,0,1943,0,98168,47.5136,-122.316,1240,7800,179.9
6.0,3.25,3750,14150.0,2.0,0,2,5,9.0,2750,1000,1936,1968,98117,47.6999,-122.393,2140,7968,1245.0
3.0,1.0,1010,11675.0,1.0,0,0,3,7.0,1010,0,1957,0,98168,47.4849,-122.301,1370,10042,166.0
3.0,1.5,1710,4500.0,1.5,0,0,3,8.0,1410,300,1928,0,98118,47.5366,-122.268,1860,6000,462.0
4.0,2.5,2090,6023.0,2.0,0,0,3,8.0,2090,0,1990,0,98029,47.5713,-121.997,2090,6023,545.0
3.0,1.0,1560,4500.0,1.5,0,0,3,7.0,1560,0,1903,0,98122,47.6118,-122.306,1660,4500,415.0
3.0,2.5,1560,4200.0,2.0,0,0,3,7.0,1560,0,2003,0,98038,47.3838,-122.026,1560,4200,269.0
4.0,2.5,2570,11473.0,2.0,0,0,3,8.0,2570,0,2008,0,98003,47.2809,-122.296,2430,5997,356.5
3.0,1.0,1010,7633.0,1.0,0,0,4,6.0,1010,0,1961,0,98198,47.3781,-122.314,1190,8386,225.0
2.0,1.0,1020,5130.0,1.0,0,0,4,6.0,1020,0,1948,0,98002,47.301,-122.226,1200,6497,175.0
5.0,2.5,1710,9720.0,2.0,0,0,4,8.0,1710,0,1974,0,98005,47.5903,-122.157,2270,9672,549.0
3.0,2.75,2300,12197.0,2.0,0,0,3,8.0,2300,0,1989,0,98166,47.4369,-122.338,1710,11220,535.0
4.0,2.25,1990,7712.0,1.0,0,0,3,8.0,1210,780,1973,0,98027,47.5688,-122.087,1720,7393,627.0
3.0,2.0,2730,15677.0,2.5,0,3,3,9.0,2730,0,1976,0,98166,47.4612,-122.365,2040,12209,565.0
4.0,2.0,2195,2681.0,1.0,0,0,3,7.0,1060,1135,1912,0,98103,47.6965,-122.342,1710,1280,392.45
2.0,2.0,1560,4675.0,1.0,0,0,3,8.0,1560,0,2006,0,98053,47.7086,-122.019,1870,6361,509.0
3.0,2.5,1400,4800.0,1.0,0,0,3,7.0,1200,200,1921,0,98117,47.6865,-122.379,1440,3840,340.0
3.0,2.5,1400,4800.0,1.0,0,0,3,7.0,1200,200,1921,0,98117,47.6865,-122.379,1440,3840,537.0
4.0,3.0,3690,9892.0,2.0,0,0,3,10.0,3690,0,1998,0,98075,47.5937,-121.982,3430,11294,865.0
2.0,1.0,1140,8340.0,1.0,0,0,3,7.0,1140,0,1948,0,98155,47.7448,-122.3,1030,8149,358.0
4.0,2.25,1920,3225.0,1.5,0,0,5,7.0,1300,620,1923,0,98116,47.5848,-122.384,1960,3750,595.0
4.0,2.5,2496,8058.0,2.0,0,0,3,9.0,2496,0,1998,0,98052,47.6791,-122.149,2496,7757,661.0
3.0,2.25,2280,8500.0,1.0,0,0,4,7.0,1680,600,1977,0,98034,47.7211,-122.166,1890,7700,419.95
4.0,3.5,3200,6420.0,2.0,0,0,3,9.0,3200,0,2006,0,98038,47.3545,-122.001,3200,6291,490.0
2.0,1.0,880,4000.0,1.0,0,0,3,7.0,880,0,1940,0,98117,47.6847,-122.387,1310,4000,525.0
3.0,2.0,1320,1298.0,3.0,0,0,3,7.0,1320,0,1995,0,98117,47.6959,-122.376,1380,1503,350.0
3.0,2.5,2450,3582.0,2.0,0,0,3,9.0,2450,0,2008,0,98072,47.7749,-122.159,2490,5449,552.5
3.0,1.0,1040,8970.0,1.0,0,0,4,6.0,1040,0,1961,0,98023,47.3283,-122.337,1040,8450,210.0
3.0,2.5,2480,53250.0,2.0,0,0,3,9.0,2480,0,1990,0,98042,47.3323,-122.079,2510,36549,390.0
5.0,1.75,1830,16650.0,1.5,0,0,3,7.0,1610,220,1958,0,98155,47.7734,-122.315,1790,12743,336.8
3.0,2.5,1440,4473.0,2.0,0,0,3,7.0,1440,0,2003,0,98053,47.6825,-122.036,1650,3322,465.0
4.0,2.5,1580,3632.0,2.0,0,0,3,7.0,1580,0,2011,0,98038,47.3672,-122.019,1950,3800,299.9
3.0,3.25,3230,5000.0,2.0,0,0,3,9.0,3230,0,2006,0,98029,47.5558,-122.002,2670,3977,715.0
4.0,2.5,1810,39639.0,1.0,0,0,3,7.0,1230,580,1970,0,98042,47.3472,-122.11,1810,44866,235.0
3.0,2.5,2495,4400.0,2.0,0,0,3,8.0,2495,0,2007,0,98001,47.2877,-122.283,2434,4400,276.0
4.0,1.5,1740,12728.0,1.0,0,0,4,7.0,1180,560,1964,0,98003,47.2808,-122.3,1830,11125,265.0
3.0,1.75,1680,3000.0,1.0,0,2,4,6.0,840,840,1900,0,98103,47.686,-122.346,1540,3700,425.0
4.0,2.5,2460,10320.0,2.0,0,0,3,8.0,2460,0,1993,0,98092,47.2599,-122.215,2210,9024,313.0
3.0,2.5,3050,6000.0,1.0,0,3,3,8.0,1720,1330,1984,0,98177,47.7701,-122.389,2340,7200,715.0
3.0,2.25,1630,10969.0,2.0,0,0,3,7.0,1630,0,1991,0,98001,47.3305,-122.285,1410,7920,265.0
3.0,2.75,2460,6413.0,2.0,0,0,3,9.0,2460,0,2004,0,98028,47.7497,-122.245,2440,6092,646.0
3.0,1.0,1030,6600.0,1.0,0,0,3,7.0,1030,0,1954,0,98146,47.4941,-122.34,1220,9040,175.0
3.0,2.5,3410,13809.0,1.0,0,3,4,10.0,2450,960,1973,0,98003,47.3424,-122.326,3410,14245,649.0
3.0,2.75,2310,5200.0,1.0,0,0,4,7.0,1520,790,1940,0,98199,47.6357,-122.397,2310,5200,785.0
4.0,2.75,2610,4400.0,1.0,0,0,5,8.0,1260,1350,1920,0,98122,47.6158,-122.293,1770,4400,890.0
3.0,3.0,2330,10327.0,1.0,0,0,3,9.0,2330,0,1998,0,98034,47.7239,-122.164,2200,4629,612.0
4.0,2.5,2980,5674.0,2.0,0,0,3,8.0,2980,0,2003,0,98023,47.277,-122.347,2610,5495,330.0
3.0,2.25,1790,11393.0,1.0,0,0,3,8.0,1790,0,1978,0,98052,47.6297,-122.099,2290,11894,493.0
4.0,2.25,2940,5735.0,1.0,0,0,3,9.0,1470,1470,1957,0,98112,47.6381,-122.304,2230,5659,1600.0
4.0,3.0,3900,9750.0,1.0,0,4,5,10.0,2520,1380,1972,0,98006,47.5605,-122.158,3410,9450,1620.0
4.0,3.0,3900,9750.0,1.0,0,4,5,10.0,2520,1380,1972,0,98006,47.5605,-122.158,3410,9450,1650.0
3.0,2.5,1750,2150.0,2.5,0,0,3,7.0,1230,520,1900,2014,98122,47.6037,-122.311,1410,3300,499.0
6.0,2.75,2660,8400.0,1.0,0,0,5,8.0,1550,1110,1962,0,98006,47.549,-122.173,2280,8400,603.5
2.0,1.5,1580,3680.0,1.0,0,2,3,8.0,1280,300,1941,0,98126,47.5762,-122.377,1730,3680,530.0
5.0,2.5,2350,14197.0,1.0,0,0,4,8.0,1220,1130,1962,0,98004,47.6005,-122.204,2470,11629,895.0
4.0,2.25,2510,8165.0,1.0,0,0,4,7.0,1610,900,1972,0,98023,47.3092,-122.372,1940,8250,267.345
3.0,2.5,1480,15639.0,2.0,0,0,3,8.0,1480,0,1987,0,98045,47.4723,-121.746,1480,16454,275.0
3.0,1.75,1720,223377.0,1.0,0,0,3,7.0,1240,480,1950,0,98019,47.7329,-121.92,2530,221442,439.95
3.0,2.25,1470,4653.0,2.0,0,0,4,7.0,1470,0,1985,0,98029,47.5667,-122.018,1560,4119,455.0
3.0,1.75,1540,6930.0,1.0,0,0,3,7.0,1250,290,1944,0,98115,47.6782,-122.278,1760,6930,630.0
3.0,2.5,2820,5001.0,2.0,0,0,3,9.0,2820,0,2004,0,98029,47.5533,-121.992,2660,5001,690.0
4.0,1.75,1250,12705.0,1.0,0,0,4,7.0,1250,0,1971,0,98023,47.302,-122.382,1390,8550,212.0
4.0,2.25,2080,7526.0,1.0,0,0,4,7.0,1280,800,1985,0,98030,47.3762,-122.183,1200,7500,231.5
4.0,3.25,5180,49936.0,2.0,0,0,4,10.0,5180,0,1991,0,98053,47.6676,-122.069,4240,35363,1237.5
3.0,2.5,2860,43821.0,2.0,0,0,4,9.0,2860,0,1990,0,98092,47.3163,-122.142,2370,65340,378.5
4.0,2.5,2710,35868.0,2.0,0,0,3,9.0,2710,0,1989,0,98038,47.375,-122.022,2780,36224,482.0
2.0,1.0,1140,3990.0,1.0,0,0,3,7.0,1140,0,1924,0,98103,47.6554,-122.333,1800,5700,695.0
4.0,2.5,4070,57587.0,2.0,0,0,3,10.0,4070,0,1989,0,98052,47.6908,-122.052,3890,35960,965.0
3.0,1.75,1710,5913.0,1.0,0,0,4,8.0,1120,590,1941,0,98199,47.6481,-122.406,2920,5922,675.0
3.0,1.5,1340,6500.0,1.0,0,0,3,7.0,1340,0,1972,0,98034,47.7168,-122.192,1620,7107,387.0
4.0,2.75,2290,7000.0,2.0,0,0,3,8.0,2290,0,1977,0,98058,47.4442,-122.129,2000,7200,347.5
3.0,2.0,1860,7400.0,1.0,0,0,3,8.0,930,930,1922,2004,98166,47.4598,-122.352,1640,8461,385.0
3.0,1.0,1080,4930.0,1.0,0,0,3,6.0,1080,0,1950,0,98126,47.5209,-122.374,1100,5950,265.0
3.0,1.0,960,5264.0,1.0,0,0,3,7.0,960,0,1953,0,98115,47.6805,-122.301,1140,5150,406.0
2.0,1.5,980,5000.0,2.0,0,0,3,7.0,980,0,1922,2003,98014,47.7076,-121.359,1040,5000,134.0
3.0,1.0,1500,3399.0,2.0,0,0,5,7.0,1300,200,1926,0,98103,47.6838,-122.352,1360,3588,415.0
3.0,1.75,1440,8775.0,1.0,0,0,3,7.0,1440,0,1973,0,98034,47.7231,-122.17,1790,7865,375.0
4.0,2.5,2580,7465.0,2.0,0,0,3,8.0,2580,0,1993,0,98074,47.6319,-122.022,2350,7596,620.0
5.0,2.5,2070,4698.0,2.0,0,0,3,7.0,2070,0,1999,0,98038,47.3539,-122.024,2010,4698,337.5
3.0,2.5,1880,12368.0,1.0,0,0,4,7.0,1260,620,1967,0,98005,47.5901,-122.167,1950,11551,565.0
3.0,1.75,2420,12676.0,2.0,0,0,3,7.0,2420,0,1911,1986,98045,47.4943,-121.789,1210,6769,399.5
2.0,1.75,1890,9466.0,2.0,0,0,3,8.0,1890,0,1987,0,98004,47.6144,-122.211,2180,12825,1065.0
3.0,2.0,1920,33630.0,1.0,0,0,3,8.0,1920,0,1992,0,98056,47.4983,-122.167,2080,7505,352.5
3.0,2.0,1870,5909.0,1.0,0,0,3,7.0,1270,600,1986,0,98030,47.3665,-122.183,1870,7887,259.0
2.0,1.0,900,7620.0,1.0,0,0,3,7.0,900,0,1971,0,98106,47.5268,-122.343,1520,7620,320.0
3.0,2.5,2160,9888.0,2.0,0,0,4,9.0,2160,0,1989,0,98052,47.6712,-122.142,3060,7829,733.0
2.0,1.0,900,2910.0,1.0,0,0,5,7.0,900,0,1924,0,98115,47.6859,-122.322,1320,2910,381.5
2.0,1.0,1180,9261.0,1.0,0,0,4,7.0,940,240,1957,0,98118,47.5492,-122.274,1700,6325,343.0
2.0,1.0,900,6400.0,1.0,0,0,5,6.0,900,0,1938,0,98022,47.2113,-121.992,1320,6400,205.5
3.0,2.0,1600,16530.0,1.0,0,0,5,7.0,1600,0,1967,0,98075,47.5821,-122.016,1850,41006,525.0
3.0,1.75,1500,8352.0,1.0,0,2,5,6.0,750,750,1943,0,98056,47.4883,-122.191,1500,8447,300.0
2.0,1.0,1070,189486.0,1.0,0,0,3,6.0,1070,0,1942,0,98077,47.7199,-122.085,1970,60548,299.0
4.0,2.5,2570,5250.0,2.0,0,0,3,8.0,2570,0,1990,0,98029,47.5763,-122.0,2260,5392,561.0
3.0,1.0,1210,4000.0,1.5,0,0,3,7.0,1090,120,1928,0,98144,47.5934,-122.308,1210,4000,450.0
4.0,2.5,1850,7850.0,2.0,0,0,3,8.0,1850,0,1985,0,98052,47.6914,-122.103,1830,8140,540.0
3.0,2.5,1740,30886.0,2.0,0,0,3,8.0,1740,0,1992,0,98045,47.46,-121.707,1740,39133,379.0
3.0,1.0,1300,14000.0,1.0,0,0,4,7.0,1300,0,1958,0,98198,47.4213,-122.322,1390,8750,230.0
3.0,2.5,2000,30605.0,2.0,0,0,4,8.0,2000,0,1989,0,98042,47.3442,-122.062,1930,35350,399.95
5.0,2.5,3220,5806.0,2.0,0,0,3,8.0,3220,0,2002,0,98042,47.3714,-122.103,2760,5813,355.0
4.0,2.25,2160,9593.0,1.0,0,0,3,8.0,2160,0,1969,0,98008,47.5883,-122.112,2820,9628,580.0
3.0,2.0,2130,4299.0,1.5,0,0,4,7.0,1680,450,1922,0,98144,47.5779,-122.294,2040,4548,700.0
3.0,1.75,1580,8151.0,1.0,0,1,4,7.0,1100,480,1962,0,98198,47.3672,-122.312,1650,8151,279.9
3.0,1.0,1200,7500.0,1.0,0,0,3,6.0,1200,0,1905,1989,98178,47.4921,-122.275,1010,7000,210.0
3.0,3.0,3790,5001.0,2.0,0,0,3,10.0,2810,980,1989,0,98122,47.6035,-122.285,2500,6286,1165.0
2.0,1.0,860,3874.0,1.0,0,0,4,6.0,860,0,1931,0,98055,47.4836,-122.204,1400,5106,290.3
5.0,4.5,5130,43123.0,2.0,0,0,3,11.0,5130,0,1996,0,98006,47.544,-122.126,4670,43560,1599.95
3.0,1.0,1600,6380.0,1.5,0,0,3,7.0,1400,200,1939,0,98125,47.7015,-122.317,1760,6380,490.0
4.0,2.5,2110,13850.0,2.0,0,0,3,9.0,2110,0,1987,0,98027,47.5497,-122.077,2520,10194,606.0
3.0,1.0,1400,4980.0,1.0,0,0,3,6.0,950,450,1943,0,98133,47.7041,-122.34,990,4980,359.95
3.0,2.0,2110,9199.0,1.0,0,0,3,10.0,2110,0,1993,0,98074,47.6496,-122.083,3130,8841,677.1
3.0,2.0,1430,7125.0,1.0,0,0,4,7.0,1430,0,1984,0,98074,47.6256,-122.059,1570,8075,465.0
